1.551020408	53.1
2.622721088	53.2
3.510884354	54.1
4.391836735	54.2
5.254580499	55.1
6.240907029	55.2
7.215147392	56.1
8.070521542	56.2
9.033151927	57.1
9.969705215	57.2
10.839297052	58.1
11.804512472	58.2
12.714263039	59.1
13.680657596	59.2
14.514467120	60.1
15.431201814	60.2
16.351632653	61.1
17.248979592	61.2
18.212154195	62.1
19.142857143	62.2
20.102290249	63.1
21.024625850	63.2
21.982857143	64.1
22.983514739	64.2
23.926530612	65.1
24.920249433	65.2
26.081632653	66.1
27.207777778	66.2
28.274308390	67.1
29.229909297	67.2
30.141655329	68.1
31.158888889	68.2
32.120612245	69.1
33.143968254	69.2
34.137029478	70.1
35.312448980	70.2
36.446984127	71.1
37.447596372	71.2
38.488004535	72.1
39.466190476	72.2
40.471337868	73.1
41.398571429	73.2
42.398752834	74.1
43.356870748	74.2
44.298412698	75.1
45.271473923	75.2
46.207233560	76.1
47.175487528	76.2
48.095555556	77.1
49.039523810	77.2
49.942857143	78.1
50.824489796	78.2
51.775555556	79.1
52.759206349	79.2
53.639659864	80.1
54.626099773	80.2
55.509138322	81.1
56.502698413	81.2
57.469727891	82.1
58.359478458	82.2
59.267981859	83.1
60.225147392	83.2
61.132040816	84.1
62.057437642	84.2
63.014716553	85.1
63.951451247	85.2
64.815623583	86.1
65.762312925	86.2
66.607392290	87.1
67.583673469	87.2
68.457142857	88.1
69.329750567	88.2
70.238526077	89.1
71.210907029	89.2
72.144739229	90.1
73.143151927	90.2
74.056054422	91.1
75.043151927	91.2
76.008820862	92.1
76.984353741	92.2
77.895510204	93.1
78.806825397	93.2
79.775804989	94.1
80.729297052	94.2
81.678934240	95.1
82.689433107	95.2
83.656077098	96.1
84.551678005	96.2
85.414195011	97.1
86.319569161	97.2
87.335396825	98.1
88.257505669	98.2
89.295374150	99.1
90.465306122	99.2
91.526530612	100.1
92.522448980	100.2
94.114285714	101.1
95.551020408	101.2
97.469387755	102.1
