1.315555556	1.1
2.316190476	1.2
3.235555556	2.1
4.231111111	2.2
5.094603175	3.1
5.861587302	3.2
6.613129252	4.1
7.385396825	4.2
8.162539683	5.1
9.016643991	5.2
9.793492063	6.1
10.620952381	6.2
11.387936508	7.1
12.271746032	7.2
13.125079365	8.1
13.947936508	8.2
14.674285714	9.1
15.481904762	9.2
16.279365079	10.1
17.051428571	10.2
17.858888889	11.1
18.677460317	11.2
19.469886621	12.1
20.268571429	12.2
21.033718821	13.1
21.875034014	13.2
22.663242630	14.1
23.419705215	14.2
24.225464853	15.1
24.996235828	15.2
25.842585034	16.1
26.524331066	16.2
27.332131519	17.1
28.120249433	17.2
28.962448980	18.1
29.757006803	18.2
30.709206349	19.1
31.581201814	19.2
32.408888889	20.1
33.303854875	20.2
34.162879819	21.1
34.996689342	21.2
35.870702948	22.1
36.676167800	22.2
37.596780045	23.1
38.468798186	23.2
39.337551020	24.1
40.126666667	24.2
40.981405896	25.1
41.801746032	25.2
42.602721088	26.1
43.487845805	26.2
44.277981859	27.1
45.084557823	27.2
45.859705215	28.1
46.780340136	28.2
47.488208617	29.1
48.372562358	29.2
49.195578231	30.1
49.983582766	30.2
50.699977324	31.1
51.548231293	31.2
52.349160998	32.1
53.191700680	32.2
54.025374150	33.1
54.841247166	33.2
55.660272109	34.1
56.380748299	34.2
57.151133787	35.1
57.911405896	35.2
58.716802721	36.1
59.581383220	36.2
60.350861678	37.1
61.383129252	37.2
62.213129252	38.1
63.066439909	38.2
63.980181406	39.1
64.873809524	39.2
65.797913832	40.1
66.583106576	40.2
67.609909297	41.1
68.500340136	41.2
69.284013605	42.1
70.106371882	42.2
70.886507937	43.1
71.671383220	43.2
72.483718821	44.1
73.299682540	44.2
74.094353741	45.1
74.894353741	45.2
75.616462585	46.1
76.441020408	46.2
77.213446712	47.1
78.107913832	47.2
78.961904762	48.1
79.827551020	48.2
80.585283447	49.1
81.418911565	49.2
82.250158730	50.1
83.057777778	50.2
83.853333333	51.1
84.681473923	51.2
85.515192744	52.1
86.250725624	52.2
87.072222222	53.1
87.859569161	53.2
88.662199546	54.1
89.473310658	54.2
90.287551020	55.1
91.296167800	55.2
92.183378685	56.1
93.017573696	56.2
93.851451247	57.1
94.735419501	57.2
95.539365079	58.1
96.399954649	58.2
97.217619048	59.1
98.089501134	59.2
99.009863946	60.1
99.863446712	60.2
100.882063492	61.1
101.852993197	61.2
102.819297052	62.1
104.015192744	62.2
105.576666667	63.1
107.403174603	63.2
109.455238095	64.1
